"","SITE","DATE","TIME","AMPM","SPECIES","COUNT","ANTLERED","YOUNG","DATE_TIME"
"1308","PM16",2016-07-17,"9:18","PM","deer",1,0,0,2016-07-17 21:18:00
"1309","PM16",2016-07-18,"4:44","PM","deer",1,0,0,2016-07-18 16:44:00
"1310","PM16",2016-07-19,"4:03","PM","deer",1,0,0,2016-07-19 16:03:00
"1312","PM16",2016-07-24,"5:08","PM","deer",1,0,0,2016-07-24 17:08:00
"1313","PM16",2016-07-24,"5:08","PM","deer",1,0,1,2016-07-24 17:08:00
"1314","PM16",2016-07-24,"5:09","PM","deer",1,0,1,2016-07-24 17:09:00
"1315","PM16",2016-08-05,"2:12","PM","deer",1,0,0,2016-08-05 14:12:00
"1316","PM16",2016-08-03,"3:12","PM","deer",1,0,1,2016-08-03 15:12:00
"1317","PM16",2016-08-02,"2:41","PM","deer",1,0,0,2016-08-02 14:41:00
"1318","PM16",2016-07-30,"7:37","PM","deer",1,0,0,2016-07-30 19:37:00
"1319","PM16",2016-07-30,"7:35","PM","deer",1,0,0,2016-07-30 19:35:00
"1320","PM16",2016-08-09,"5:28","PM","deer",1,0,0,2016-08-09 17:28:00
"1321","PM16",2016-08-10,"11:59","AM","deer",1,0,0,2016-08-10 11:59:00
"1322","PM16",2016-08-10,"11:59","AM","deer",1,0,0,2016-08-10 11:59:00
"1323","PM16",2016-08-12,"7:17","PM","deer",1,0,1,2016-08-12 19:17:00
"1324","PM16",2016-08-13,"4:08","AM","deer",1,0,0,2016-08-13 04:08:00
"1325","PM16",2016-08-14,"2:22","AM","deer",1,0,1,2016-08-14 02:22:00
"1326","PM16",2016-08-14,"6:02","PM","deer",1,0,0,2016-08-14 18:02:00
"1327","PM16",2016-08-14,"6:05","PM","deer",1,0,1,2016-08-14 18:05:00
"1328","PM16",2016-08-14,"6:05","PM","deer",1,0,1,2016-08-14 18:05:00
"1329","PM16",2016-08-15,"6:58","AM","deer",1,0,0,2016-08-15 06:58:00
"1330","PM16",2016-08-16,"6:25","PM","deer",1,0,0,2016-08-16 18:25:00
"1331","PM16",2016-08-16,"6:26","PM","deer",1,0,0,2016-08-16 18:26:00
"1332","PM16",2016-08-16,"11:12","PM","deer",1,0,0,2016-08-16 23:12:00
"1335","PM16",2016-08-19,"10:59","AM","deer",1,1,0,2016-08-19 10:59:00
"1336","PM16",2016-08-19,"2:30","PM","deer",1,0,0,2016-08-19 14:30:00
"1337","PM16",2016-08-22,"4:51","PM","deer",1,0,0,2016-08-22 16:51:00
"1338","PM16",2016-09-12,"6:02","PM","deer",1,0,1,2016-09-12 18:02:00
"1339","PM16",2016-09-13,"6:36","PM","deer",1,0,1,2016-09-13 18:36:00
"1340","PM16",2016-09-13,"6:37","PM","deer",1,0,1,2016-09-13 18:37:00
"1341","PM16",2016-09-14,"10:29","PM","deer",1,0,0,2016-09-14 22:29:00
"1342","PM16",2016-09-14,"10:30","PM","deer",1,0,0,2016-09-14 22:30:00
"1343","PM16",2016-09-14,"10:31","PM","deer",1,0,0,2016-09-14 22:31:00
"1344","PM16",2016-09-14,"10:32","PM","deer",1,0,0,2016-09-14 22:32:00
"1345","PM16",2016-09-14,"11:37","PM","deer",1,0,0,2016-09-14 23:37:00
"1346","PM16",2016-09-15,"5:33","PM","deer",1,0,0,2016-09-15 17:33:00
"1347","PM16",2016-09-16,"6:45","PM","deer",1,0,0,2016-09-16 18:45:00
"1348","PM16",2016-09-17,"7:33","PM","deer",1,0,0,2016-09-17 19:33:00
"1349","PM16",2016-09-20,"6:47","PM","deer",1,0,1,2016-09-20 18:47:00
"1350","PM16",2016-09-22,"6:33","AM","deer",1,0,0,2016-09-22 06:33:00
"1351","PM16",2016-09-23,"4:06","PM","deer",1,0,0,2016-09-23 16:06:00
"1352","PM16",2016-09-23,"4:07","PM","deer",1,0,0,2016-09-23 16:07:00
"1353","PM16",2016-09-23,"4:07","PM","deer",1,0,0,2016-09-23 16:07:00
"1354","PM16",2016-09-24,"8:11","AM","deer",1,0,0,2016-09-24 08:11:00
"1355","PM16",2016-09-24,"8:12","AM","deer",1,0,0,2016-09-24 08:12:00
"1356","PM16",2016-09-24,"8:12","AM","deer",1,0,0,2016-09-24 08:12:00
"1357","PM16",2016-09-24,"8:12","AM","deer",1,0,0,2016-09-24 08:12:00
"1358","PM16",2016-09-25,"6:19","PM","deer",1,0,0,2016-09-25 18:19:00
"1359","PM16",2016-09-25,"6:19","PM","deer",1,0,0,2016-09-25 18:19:00
"1360","PM16",2016-09-25,"6:20","PM","deer",1,0,0,2016-09-25 18:20:00
"1361","PM16",2016-09-25,"6:21","PM","deer",1,0,0,2016-09-25 18:21:00
"1362","PM16",2016-09-25,"6:25","PM","deer",1,0,0,2016-09-25 18:25:00
"1363","PM16",2016-09-26,"1:58","PM","deer",1,0,0,2016-09-26 13:58:00
"1364","PM16",2016-09-28,"9:56","AM","deer",1,0,0,2016-09-28 09:56:00
"1365","PM16",2016-09-29,"4:30","PM","deer",1,0,0,2016-09-29 16:30:00
"1366","PM16",2016-09-29,"4:31","PM","deer",1,0,0,2016-09-29 16:31:00
"1367","PM16",2016-09-29,"5:03","PM","deer",1,0,0,2016-09-29 17:03:00
"1368","PM16",2016-09-29,"5:05","PM","deer",1,0,0,2016-09-29 17:05:00
"1369","PM16",2016-09-29,"5:05","PM","deer",1,0,0,2016-09-29 17:05:00
"1370","PM16",2016-09-29,"6:35","PM","deer",1,0,0,2016-09-29 18:35:00
"1371","PM17",2016-06-08,"8:17","PM","deer",1,0,0,2016-06-08 20:17:00
"1372","PM17",2016-06-08,"8:18","PM","deer",1,0,0,2016-06-08 20:18:00
"1373","PM17",2016-06-08,"8:19","PM","deer",1,0,0,2016-06-08 20:19:00
"1374","PM17",2016-06-08,"8:22","PM","deer",1,0,0,2016-06-08 20:22:00
"1375","PM17",2016-06-08,"8:23","PM","deer",1,0,0,2016-06-08 20:23:00
"1376","PM17",2016-06-09,"3:03","PM","deer",1,0,0,2016-06-09 15:03:00
"1377","PM17",2016-06-09,"3:03","PM","deer",1,0,0,2016-06-09 15:03:00
"1378","PM17",2016-06-10,"7:44","AM","deer",1,0,0,2016-06-10 07:44:00
"1379","PM17",2016-06-14,"9:29","AM","deer",1,0,0,2016-06-14 09:29:00
"1380","PM17",2016-06-14,"6:02","PM","deer",1,0,0,2016-06-14 18:02:00
"1381","PM17",2016-06-17,"5:51","AM","deer",1,0,0,2016-06-17 05:51:00
"1382","PM17",2016-06-17,"2:18","PM","deer",1,0,0,2016-06-17 14:18:00
"1383","PM17",2016-06-19,"4:37","PM","deer",1,0,0,2016-06-19 16:37:00
"1384","PM17",2016-06-19,"4:50","PM","deer",1,0,0,2016-06-19 16:50:00
"1385","PM17",2016-06-25,"1:50","PM","deer",1,0,0,2016-06-25 13:50:00
"1386","PM17",2016-07-16,"10:35","PM","deer",1,0,0,2016-07-16 22:35:00
"1387","PM17",2016-07-18,"1:40","PM","deer",1,0,0,2016-07-18 13:40:00
"1388","PM17",2016-07-18,"9:24","PM","deer",1,0,0,2016-07-18 21:24:00
"1389","PM17",2016-07-22,"10:01","PM","deer",1,0,0,2016-07-22 22:01:00
"1390","PM17",2016-07-24,"7:11","PM","deer",1,0,0,2016-07-24 19:11:00
"1391","PM17",2016-07-30,"6:27","AM","deer",1,0,0,2016-07-30 06:27:00
"1392","PM17",2016-08-11,"8:31","PM","deer",1,0,0,2016-08-11 20:31:00
"1393","PM17",2016-08-15,"2:58","PM","deer",1,0,0,2016-08-15 14:58:00
"1394","PM17",2016-08-16,"4:11","PM","deer",1,0,0,2016-08-16 16:11:00
"1395","PM17",2016-08-26,"7:53","AM","deer",1,0,0,2016-08-26 07:53:00
"1396","PM17",2016-08-30,"6:46","PM","deer",1,0,1,2016-08-30 18:46:00
"1397","PM17",2016-08-31,"2:27","PM","deer",1,0,1,2016-08-31 14:27:00
"1398","PM17",2016-09-02,"7:24","PM","deer",1,0,0,2016-09-02 19:24:00
"1399","PM17",2016-09-03,"10:28","PM","deer",1,0,0,2016-09-03 22:28:00
"1400","PM17",2016-09-06,"8:23","PM","deer",1,0,0,2016-09-06 20:23:00
"1401","PM17",2016-09-07,"5:34","PM","deer",1,0,0,2016-09-07 17:34:00
"1402","PM17",2016-09-07,"5:35","PM","deer",1,0,0,2016-09-07 17:35:00
"1403","PM17",2016-09-08,"6:35","PM","deer",1,1,0,2016-09-08 18:35:00
"1404","PM17",2016-09-08,"8:45","PM","deer",1,0,0,2016-09-08 20:45:00
"1405","PM17",2016-09-09,"7:12","PM","deer",1,0,0,2016-09-09 19:12:00
"1406","PM17",2016-09-09,"7:13","PM","deer",1,0,0,2016-09-09 19:13:00
"1407","PM17",2016-09-10,"12:14","AM","deer",1,0,0,2016-09-10 00:14:00
"1408","PM17",2016-09-11,"7:01","PM","deer",1,0,0,2016-09-11 19:01:00
"1409","PM17",2016-09-11,"7:35","PM","deer",1,0,0,2016-09-11 19:35:00
"1410","PM17",2016-09-11,"7:37","PM","deer",1,0,0,2016-09-11 19:37:00
"1411","PM17",2016-09-11,"7:55","PM","deer",1,0,0,2016-09-11 19:55:00
"1412","PM17",2016-09-11,"10:18","PM","deer",1,0,0,2016-09-11 22:18:00
"1413","PM17",2016-09-12,"1:53","PM","deer",1,1,0,2016-09-12 13:53:00
"1414","PM17",2016-09-12,"1:54","PM","deer",1,1,0,2016-09-12 13:54:00
"1415","PM17",2016-09-12,"7:23","PM","deer",1,0,1,2016-09-12 19:23:00
"1416","PM17",2016-09-12,"7:25","PM","deer",1,0,1,2016-09-12 19:25:00
"1418","PM17",2016-09-14,"8:04","PM","deer",1,0,0,2016-09-14 20:04:00
"1419","PM17",2016-09-14,"8:19","PM","deer",1,0,0,2016-09-14 20:19:00
"1420","PM17",2016-09-14,"11:27","PM","deer",1,0,0,2016-09-14 23:27:00
"1421","PM17",2016-09-17,"10:01","AM","deer",1,0,0,2016-09-17 10:01:00
"1422","PM17",2016-09-18,"11:56","PM","deer",1,0,0,2016-09-18 23:56:00
"1423","PM17",2016-09-19,"7:40","PM","deer",1,0,0,2016-09-19 19:40:00
"1424","PM17",2016-09-19,"7:41","PM","deer",1,0,0,2016-09-19 19:41:00
"1425","PM17",2016-09-20,"7:15","AM","deer",1,0,0,2016-09-20 07:15:00
"1426","PM17",2016-09-20,"7:18","PM","deer",1,0,0,2016-09-20 19:18:00
"1427","PM17",2016-09-20,"7:30","PM","deer",1,0,0,2016-09-20 19:30:00
"1428","PM17",2016-09-22,"11:33","PM","deer",1,0,0,2016-09-22 23:33:00
"1429","PM17",2016-09-23,"12:54","AM","deer",1,0,1,2016-09-23 00:54:00
"1430","PM17",2016-09-24,"7:39","AM","deer",1,0,0,2016-09-24 07:39:00
"1431","PM17",2016-09-24,"6:55","PM","deer",1,0,0,2016-09-24 18:55:00
"1432","PM17",2016-09-25,"7:19","PM","deer",1,1,0,2016-09-25 19:19:00
"1433","PM17",2016-09-25,"8:13","PM","deer",1,0,0,2016-09-25 20:13:00
"1434","PM17",2016-09-25,"8:25","PM","deer",1,1,0,2016-09-25 20:25:00
"1435","PM17",2016-09-27,"7:56","PM","deer",1,0,0,2016-09-27 19:56:00
"1436","PM17",2016-09-27,"7:56","PM","deer",1,0,0,2016-09-27 19:56:00
"1437","PM17",2016-09-29,"6:51","PM","deer",1,1,0,2016-09-29 18:51:00
"1438","PM17",2016-09-29,"6:52","PM","deer",1,1,0,2016-09-29 18:52:00
"1439","PM17",2016-09-30,"5:01","AM","deer",1,0,0,2016-09-30 05:01:00
"1440","PM17",2016-07-04,"9:43","AM","deer",1,0,0,2016-07-04 09:43:00
"1441","PM17",2016-07-14,"8:23","PM","deer",1,0,0,2016-07-14 20:23:00
"1442","PM17",2016-07-15,"1:16","PM","deer",1,0,0,2016-07-15 13:16:00
"1443","PM17",2016-07-05,"9:01","AM","deer",1,0,0,2016-07-05 09:01:00
"1444","PM17",2016-07-05,"4:09","PM","deer",1,0,0,2016-07-05 16:09:00
"1445","PM17",2016-07-09,"1:10","AM","deer",1,0,0,2016-07-09 01:10:00
"1446","PM17",2016-07-09,"5:34","PM","deer",1,0,0,2016-07-09 17:34:00
"1447","PM17",2016-07-09,"5:34","PM","deer",1,0,0,2016-07-09 17:34:00
"1448","PM17",2016-07-11,"10:29","AM","deer",1,0,0,2016-07-11 10:29:00
"1449","PM17",2016-07-14,"8:22","PM","deer",1,0,0,2016-07-14 20:22:00
"1450","PM17",2016-06-27,"6:11","AM","deer",1,0,0,2016-06-27 06:11:00
"1452","PM17",2016-06-29,"12:10","AM","deer",1,0,0,2016-06-29 00:10:00
"1453","PM17",2016-06-29,"2:43","PM","deer",1,0,0,2016-06-29 14:43:00
"1454","PM17",2016-07-01,"1:17","AM","deer",1,0,0,2016-07-01 01:17:00
"1455","PM17",2016-07-01,"9:18","AM","deer",1,0,0,2016-07-01 09:18:00
"1456","PM17",2016-07-01,"9:19","AM","deer",1,0,0,2016-07-01 09:19:00
"1457","PM18",2016-07-07,"6:20","PM","deer",1,0,0,2016-07-07 18:20:00
"1458","PM18",2016-07-09,"6:33","AM","deer",1,0,0,2016-07-09 06:33:00
"1459","PM18",2016-07-10,"11:42","PM","deer",1,0,0,2016-07-10 23:42:00
"1460","PM18",2016-07-12,"5:34","PM","deer",1,0,0,2016-07-12 17:34:00
"1461","PM18",2016-07-12,"5:35","PM","deer",1,0,0,2016-07-12 17:35:00
"1462","PM18",2016-07-12,"7:58","PM","deer",1,0,0,2016-07-12 19:58:00
"1463","PM18",2016-07-12,"11:35","PM","deer",1,0,0,2016-07-12 23:35:00
"1464","PM18",2016-07-14,"8:07","PM","deer",1,0,0,2016-07-14 20:07:00
"1465","PM18",2016-07-14,"8:08","PM","deer",1,0,0,2016-07-14 20:08:00
"1466","PM18",2016-07-14,"8:09","PM","deer",1,0,0,2016-07-14 20:09:00
"1467","PM18",2016-07-15,"1:27","AM","deer",1,0,0,2016-07-15 01:27:00
"1468","PM18",2016-07-15,"2:28","AM","deer",1,0,0,2016-07-15 02:28:00
"1469","PM18",2016-07-15,"4:18","AM","deer",1,0,0,2016-07-15 04:18:00
"1470","PM18",2016-07-15,"7:37","PM","deer",1,0,0,2016-07-15 19:37:00
"1471","PM18",2016-07-15,"10:25","PM","deer",1,0,0,2016-07-15 22:25:00
"1472","PM18",2016-07-16,"6:44","PM","deer",1,0,0,2016-07-16 18:44:00
"1473","PM18",2016-07-17,"1:16","AM","deer",1,0,0,2016-07-17 01:16:00
"1474","PM18",2016-07-17,"7:11","AM","deer",1,0,0,2016-07-17 07:11:00
"1475","PM18",2016-08-12,"7:56","AM","deer",1,0,1,2016-08-12 07:56:00
"1476","PM18",2016-08-20,"4:28","PM","deer",1,1,0,2016-08-20 16:28:00
"1477","PM14",2016-06-17,"12:59","AM","deer",1,0,0,2016-06-17 00:59:00
"1478","PM14",2016-06-18,"8:14","PM","deer",1,0,0,2016-06-18 20:14:00
"1479","PM14",2016-06-19,"6:43","AM","deer",1,0,0,2016-06-19 06:43:00
"1480","PM14",2016-06-19,"7:00","PM","deer",1,0,0,2016-06-19 19:00:00
"1481","PM14",2016-06-24,"4:24","AM","deer",1,0,0,2016-06-24 04:24:00
"1483","PM14",2016-06-27,"5:18","PM","deer",1,0,0,2016-06-27 17:18:00
"1484","PM14",2016-06-28,"8:50","PM","deer",1,0,0,2016-06-28 20:50:00
"1485","PM14",2016-06-30,"3:44","AM","deer",1,0,0,2016-06-30 03:44:00
"1486","PM14",2016-06-30,"7:01","PM","deer",1,0,0,2016-06-30 19:01:00
"1487","PM14",2016-07-02,"1:49","AM","deer",1,0,0,2016-07-02 01:49:00
"1488","PM14",2016-07-03,"5:05","AM","deer",1,0,0,2016-07-03 05:05:00
"1489","PM14",2016-07-03,"8:48","PM","deer",1,0,0,2016-07-03 20:48:00
"1490","PM14",2016-07-06,"9:03","PM","deer",1,0,0,2016-07-06 21:03:00
"1492","PM14",2016-07-08,"3:49","AM","deer",1,0,0,2016-07-08 03:49:00
"1493","PM14",2016-07-10,"2:47","AM","deer",1,0,0,2016-07-10 02:47:00
"1494","PM14",2016-07-10,"6:35","PM","deer",1,0,0,2016-07-10 18:35:00
"1495","PM14",2016-07-10,"6:57","PM","deer",1,0,0,2016-07-10 18:57:00
"1496","PM14",2016-07-11,"3:50","AM","deer",1,0,0,2016-07-11 03:50:00
"1498","PM14",2016-07-12,"11:38","PM","deer",1,0,0,2016-07-12 23:38:00
"1499","PM14",2016-07-13,"2:48","PM","deer",1,0,0,2016-07-13 14:48:00
"1500","PM14",2016-07-14,"5:57","PM","deer",1,1,0,2016-07-14 17:57:00
"1501","PM14",2016-07-14,"8:00","PM","deer",1,1,0,2016-07-14 20:00:00
"1502","PM14",2016-07-14,"11:40","PM","deer",1,0,0,2016-07-14 23:40:00
"1503","PM14",2016-07-16,"7:35","PM","deer",1,1,0,2016-07-16 19:35:00
"1504","PM14",2016-07-16,"7:40","PM","deer",1,0,1,2016-07-16 19:40:00
"1505","PM14",2016-07-16,"7:47","PM","deer",1,0,0,2016-07-16 19:47:00
"1506","PM14",2016-07-17,"9:27","PM","deer",1,0,0,2016-07-17 21:27:00
"1507","PM14",2016-07-17,"10:44","PM","deer",1,1,0,2016-07-17 22:44:00
"1508","PM14",2016-07-18,"11:04","AM","deer",1,0,1,2016-07-18 11:04:00
"1509","PM14",2016-07-18,"8:22","PM","deer",1,0,0,2016-07-18 20:22:00
"1510","PM14",2016-07-19,"6:30","AM","deer",1,0,0,2016-07-19 06:30:00
"1511","PM14",2016-07-19,"10:07","PM","deer",1,0,0,2016-07-19 22:07:00
"1512","PM14",2016-07-19,"10:47","PM","deer",1,0,0,2016-07-19 22:47:00
"1513","PM14",2016-07-20,"3:02","AM","deer",1,0,1,2016-07-20 03:02:00
"1514","PM14",2016-07-20,"3:45","AM","deer",1,0,1,2016-07-20 03:45:00
"1515","PM14",2016-07-21,"12:33","AM","deer",1,0,0,2016-07-21 00:33:00
"1516","PM14",2016-07-21,"9:09","AM","deer",1,0,1,2016-07-21 09:09:00
"1517","PM14",2016-07-26,"10:41","PM","deer",1,0,1,2016-07-26 22:41:00
"1518","PM14",2016-07-27,"10:47","PM","deer",1,0,1,2016-07-27 22:47:00
"1519","PM14",2016-07-28,"3:30","AM","deer",1,0,1,2016-07-28 03:30:00
"1522","PM14",2016-08-05,"5:44","PM","deer",1,0,0,2016-08-05 17:44:00
"1523","PM14",2016-08-05,"6:00","PM","deer",1,0,0,2016-08-05 18:00:00
"1524","PM14",2016-08-05,"6:00","PM","deer",1,0,0,2016-08-05 18:00:00
"1525","PM14",2016-08-05,"6:00","PM","deer",1,0,0,2016-08-05 18:00:00
"1527","PM14",2016-08-09,"9:32","AM","deer",1,0,1,2016-08-09 09:32:00
"1528","PM14",2016-08-14,"1:53","AM","deer",1,0,0,2016-08-14 01:53:00
"1529","PM14",2016-08-14,"2:56","AM","deer",1,0,0,2016-08-14 02:56:00
"1530","PM14",2016-08-15,"4:36","AM","deer",1,0,0,2016-08-15 04:36:00
"1531","PM14",2016-08-17,"6:33","PM","deer",1,0,0,2016-08-17 18:33:00
"1532","PM14",2016-08-19,"2:25","AM","deer",1,0,1,2016-08-19 02:25:00
"1533","PM14",2016-08-21,"12:36","AM","deer",1,0,0,2016-08-21 00:36:00
"1535","PM14",2016-09-16,"10:23","PM","deer",1,0,1,2016-09-16 22:23:00
"1536","PM14",2016-09-18,"6:55","PM","deer",1,0,1,2016-09-18 18:55:00
"1538","PM13",2016-06-18,"8:43","PM","deer",1,0,0,2016-06-18 20:43:00
"1539","PM13",2016-06-19,"4:41","PM","deer",1,0,0,2016-06-19 16:41:00
"1540","PM13",2016-06-19,"4:41","PM","deer",1,0,0,2016-06-19 16:41:00
"1541","PM13",2016-06-19,"4:42","PM","deer",1,0,0,2016-06-19 16:42:00
"1542","PM13",2016-06-19,"4:42","PM","deer",1,0,0,2016-06-19 16:42:00
"1543","PM13",2016-06-20,"9:14","PM","deer",1,0,0,2016-06-20 21:14:00
"1544","PM13",2016-06-21,"11:56","AM","deer",1,0,0,2016-06-21 11:56:00
"1545","PM13",2016-06-21,"11:56","AM","deer",1,0,0,2016-06-21 11:56:00
"1546","PM13",2016-06-21,"11:59","AM","deer",1,0,0,2016-06-21 11:59:00
"1547","PM13",2016-06-21,"12:00","PM","deer",1,0,0,2016-06-21 12:00:00
"1548","PM13",2016-06-25,"8:10","PM","deer",1,0,0,2016-06-25 20:10:00
"1549","PM13",2016-06-26,"4:06","AM","deer",1,0,0,2016-06-26 04:06:00
"1550","PM13",2016-06-28,"10:18","AM","deer",2,0,1,2016-06-28 10:18:00
"1551","PM13",2016-06-28,"10:19","AM","deer",2,0,1,2016-06-28 10:19:00
"1552","PM13",2016-06-29,"6:07","AM","deer",1,0,0,2016-06-29 06:07:00
"1554","PM13",2016-07-02,"8:57","PM","deer",1,0,0,2016-07-02 20:57:00
"1555","PM13",2016-07-03,"8:03","PM","deer",1,0,0,2016-07-03 20:03:00
"1556","PM13",2016-07-04,"7:42","PM","deer",1,0,0,2016-07-04 19:42:00
"1557","PM13",2016-07-05,"5:25","PM","deer",1,0,0,2016-07-05 17:25:00
"1558","PM13",2016-07-06,"2:24","AM","deer",1,0,0,2016-07-06 02:24:00
"1559","PM13",2016-07-07,"7:13","AM","deer",1,0,0,2016-07-07 07:13:00
"1560","PM13",2016-07-08,"2:16","AM","deer",1,0,0,2016-07-08 02:16:00
"1561","PM13",2016-07-08,"2:44","AM","deer",1,0,0,2016-07-08 02:44:00
"1562","PM13",2016-07-08,"7:02","PM","deer",1,0,0,2016-07-08 19:02:00
"1563","PM13",2016-07-09,"8:23","AM","deer",2,0,0,2016-07-09 08:23:00
"1564","PM13",2016-07-09,"10:54","PM","deer",2,0,1,2016-07-09 22:54:00
"1565","PM13",2016-07-10,"2:23","AM","deer",1,0,0,2016-07-10 02:23:00
"1566","PM13",2016-07-10,"7:39","AM","deer",1,0,0,2016-07-10 07:39:00
"1567","PM13",2016-07-10,"10:21","PM","deer",1,0,0,2016-07-10 22:21:00
"1568","PM13",2016-07-11,"2:29","AM","deer",1,0,0,2016-07-11 02:29:00
"1569","PM13",2016-07-11,"6:48","AM","deer",1,0,0,2016-07-11 06:48:00
"1570","PM13",2016-07-12,"8:00","AM","deer",1,0,0,2016-07-12 08:00:00
"1571","PM13",2016-07-13,"2:43","AM","deer",1,0,0,2016-07-13 02:43:00
"1572","PM13",2016-07-13,"7:47","PM","deer",1,0,0,2016-07-13 19:47:00
"1573","PM13",2016-07-13,"9:28","PM","deer",1,0,0,2016-07-13 21:28:00
"1574","PM13",2016-07-13,"11:13","PM","deer",1,0,0,2016-07-13 23:13:00
"1575","PM13",2016-07-14,"2:32","AM","deer",1,0,0,2016-07-14 02:32:00
"1576","PM13",2016-07-14,"3:21","PM","deer",1,0,0,2016-07-14 15:21:00
"1578","PM13",2016-07-15,"12:39","AM","deer",1,0,0,2016-07-15 00:39:00
"1579","PM13",2016-07-16,"3:39","AM","deer",1,0,0,2016-07-16 03:39:00
"1580","PM13",2016-07-16,"7:26","AM","deer",1,0,0,2016-07-16 07:26:00
"1581","PM13",2016-07-17,"1:33","AM","deer",1,0,0,2016-07-17 01:33:00
"1582","PM13",2016-07-17,"1:34","AM","deer",1,0,0,2016-07-17 01:34:00
"1583","PM13",2016-07-18,"9:45","PM","deer",1,0,0,2016-07-18 21:45:00
"1584","PM13",2016-07-19,"8:36","PM","deer",1,0,0,2016-07-19 20:36:00
"1585","PM13",2016-07-19,"11:57","PM","deer",1,0,0,2016-07-19 23:57:00
"1586","PM13",2016-07-20,"4:05","AM","deer",1,0,0,2016-07-20 04:05:00
"1587","PM13",2016-07-20,"7:52","PM","deer",1,0,0,2016-07-20 19:52:00
"1588","PM13",2016-07-20,"7:54","PM","deer",2,0,0,2016-07-20 19:54:00
"1589","PM13",2016-07-20,"7:54","PM","deer",1,0,0,2016-07-20 19:54:00
"1590","PM13",2016-07-22,"10:24","AM","deer",1,0,0,2016-07-22 10:24:00
"1591","PM13",2016-07-24,"12:02","AM","deer",1,0,0,2016-07-24 00:02:00
"1592","PM13",2016-07-26,"3:43","AM","deer",1,0,0,2016-07-26 03:43:00
"1593","PM13",2016-07-26,"5:25","AM","deer",1,0,0,2016-07-26 05:25:00
"1594","PM13",2016-08-10,"10:39","PM","deer",1,0,0,2016-08-10 22:39:00
"1595","PM13",2016-08-11,"6:51","PM","deer",2,0,1,2016-08-11 18:51:00
"1596","PM13",2016-08-11,"6:52","PM","deer",1,0,0,2016-08-11 18:52:00
"1597","PM13",2016-08-11,"6:52","PM","deer",1,0,0,2016-08-11 18:52:00
"1598","PM13",2016-08-11,"7:00","AM","deer",1,0,0,2016-08-11 07:00:00
"1599","PM13",2016-08-12,"6:47","AM","deer",1,0,0,2016-08-12 06:47:00
"1600","PM13",2016-08-13,"7:43","PM","deer",1,0,0,2016-08-13 19:43:00
"1601","PM13",2016-08-13,"7:44","PM","deer",1,0,0,2016-08-13 19:44:00
"1602","PM13",2016-08-14,"2:00","AM","deer",1,0,0,2016-08-14 02:00:00
"1603","PM13",2016-08-14,"7:34","PM","deer",6,0,0,2016-08-14 19:34:00
"1604","PM13",2016-08-14,"7:35","PM","deer",2,0,0,2016-08-14 19:35:00
"1605","PM13",2016-08-14,"7:39","PM","deer",1,0,0,2016-08-14 19:39:00
"1606","PM13",2016-08-14,"7:40","PM","deer",1,0,0,2016-08-14 19:40:00
"1607","PM13",2016-08-14,"7:40","PM","deer",1,0,0,2016-08-14 19:40:00
"1608","PM13",2016-08-17,"1:05","AM","deer",1,0,0,2016-08-17 01:05:00
"1609","PM13",2016-08-17,"4:08","PM","deer",1,0,0,2016-08-17 16:08:00
"1610","PM13",2016-08-17,"7:38","PM","deer",1,0,0,2016-08-17 19:38:00
"1611","PM13",2016-08-18,"11:11","PM","deer",1,0,0,2016-08-18 23:11:00
"1612","PM13",2016-08-19,"5:55","PM","deer",1,0,0,2016-08-19 17:55:00
"1613","PM13",2016-08-19,"6:39","PM","deer",2,0,0,2016-08-19 18:39:00
"1614","PM13",2016-08-19,"6:40","PM","deer",2,0,0,2016-08-19 18:40:00
"1615","PM13",2016-08-19,"12:14","PM","deer",2,0,2,2016-08-19 12:14:00
"1616","PM13",2016-08-20,"2:41","AM","deer",1,0,0,2016-08-20 02:41:00
"1617","PM13",2016-08-20,"4:19","AM","deer",1,0,0,2016-08-20 04:19:00
"1618","PM13",2016-08-20,"4:20","AM","deer",1,0,0,2016-08-20 04:20:00
"1619","PM13",2016-08-20,"6:28","AM","deer",1,0,0,2016-08-20 06:28:00
"1620","PM13",2016-08-20,"12:48","AM","deer",1,0,0,2016-08-20 00:48:00
"1621","PM13",2016-08-21,"8:04","PM","deer",2,0,0,2016-08-21 20:04:00
"1622","PM13",2016-08-21,"8:10","PM","deer",1,0,0,2016-08-21 20:10:00
"1623","PM13",2016-08-22,"7:04","AM","deer",1,0,0,2016-08-22 07:04:00
"1624","PM13",2016-08-22,"7:04","AM","deer",1,0,0,2016-08-22 07:04:00
"1625","PM13",2016-08-22,"7:04","PM","deer",1,0,0,2016-08-22 19:04:00
"1626","PM13",2016-08-22,"7:05","PM","deer",1,0,0,2016-08-22 19:05:00
"1627","PM13",2016-08-22,"7:25","AM","deer",1,0,0,2016-08-22 07:25:00
"1628","PM13",2016-08-23,"10:47","PM","deer",1,0,0,2016-08-23 22:47:00
"1629","PM13",2016-08-23,"10:50","PM","deer",1,0,0,2016-08-23 22:50:00
"1630","PM13",2016-08-24,"9:04","PM","deer",1,0,0,2016-08-24 21:04:00
"1631","PM13",2016-08-24,"12:48","AM","deer",1,0,0,2016-08-24 00:48:00
